bJ=1 X,bJ=1 Y,bJ=2 X,bJ=2 Y,bJ=3 X,bJ=3 Y,bJ=5 X,bJ=5 Y,bJ=7 X,bJ=7 Y,bJ=12 X,bJ=12 Y
0.0002880182606148918,0.24999103754833585,0.010686312052291841,0.24828283766956025,0.005471260447072718,0.24843426823184514,0.0003230160742793975,0.25004634525071084,0.00014837254644944897,0.24998240015572243,0.00013747088306681476,0.24996348953627592
0.010272769640906787,0.24922209323831285,0.02037058158917207,0.24649235876996892,0.014376240490170417,0.2446540418989644,0.0039109440228338455,0.247212584221366,0.008366325539537534,0.24389102782524597,0.00604191337411944,0.24222027275043068
0.0234054216534261,0.2486014679644239,0.029182004598678063,0.2452268551480723,0.020654483056134293,0.2431203208626022,0.009505166471375198,0.2429995293442384,0.023880681927796604,0.22644955781452475,0.011525594186685195,0.2323011656808773
0.03744987680089004,0.24769499766626724,0.03422614644729435,0.24409557003789234,0.010366570910210093,0.2463959182039483,0.015637876501795933,0.23906578261838507,0.032494945108470646,0.21982882199173626,0.01617407836345386,0.22049927227956573
0.05017500496487806,0.24747311058265797,0.040976546722716806,0.2428493608000583,0.030395658391570685,0.2398220817369588,0.021276863130031826,0.23566740949033482,0.03947891957650121,0.21310996805051957,0.02407004225191453,0.20843487382815562
0.06248605426740453,0.24723810083536873,0.04909613531423282,0.24134094262578154,0.00025964280377957505,0.25001606174133373,0.026264304429365587,0.23173820021304753,0.03580820595421433,0.21675119158043518,0.03167482305518923,0.19750533620406804
0.07444637630766113,0.24634673641031682,0.0561835180429813,0.24040193475147037,0.03558479502444237,0.23839039266942125,0.032616317786885146,0.2291506394737214,0.047201861719608135,0.2071237838250234,0.0396350741081071,0.1875354593070192
0.0879980124155266,0.24564171622495584,0.06760726286945709,0.23863378326286244,0.04455331950423333,0.23506105043544961,0.04462303440918128,0.22236567498798718,0.055738261822332574,0.2013334051862556,0.04724956299163738,0.17887003980137417
0.10207304701169798,0.2452648193943232,0.0624215465609452,0.23939396372991112,0.04917358670715197,0.23384868577669707,0.041341813230811125,0.22464849739541654,0.07103629208407383,0.1912380641184714,0.05475579633811142,0.17099140187852627
0.11582201620542268,0.24456798206816807,0.07437394023599983,0.23753851009630225,0.02546819249510887,0.24149510719204623,0.05240948621311395,0.21821248365898,0.06486019881822971,0.19627522960163632,0.06307608649225951,0.16384936498734667
0.12895561354733567,0.24405164786773692,0.08035905893966946,0.2363737205819169,0.05878573109091503,0.23096750193457938,0.03726188600559496,0.22667433614815347,0.07823036585340823,0.18662911890449746,0.07052068148277715,0.15732354413835964
0.1404952725633,0.24363726675544878,0.08777948906292612,0.23546926938170737,0.0650132681543448,0.22942293137784608,0.047881804955310275,0.22061511582799415,0.08581697486106818,0.18206384131811476,0.07848283869069186,0.15172214001202636
0.1525274803612293,0.24285579923070438,0.09454189767307644,0.23414123892241778,0.04005708139456479,0.23671934917824117,0.05646976118587074,0.21594115494245597,0.09414851658906401,0.1778019167217245,0.10187369962087409,0.13721744502226377
0.16601760141344532,0.2426945523691108,0.10323739779274346,0.233251793346003,0.07064822737814688,0.22781805259417198,0.0675451219497146,0.21060836426652624,0.1019820426924685,0.1740195076908604,0.11844754961891987,0.12944804645383384
0.18013975619070297,0.2422011758171958,0.11067240074228804,0.2317815970304135,0.07652253399402834,0.22592904625379961,0.06096948480343775,0.2140492668101898,0.1087473249520782,0.17052210984739627,0.14039202629980416,0.12043372428220561
0.19395688526146268,0.2418203608002495,0.11867361123264267,0.2309776504096031,0.054377320829161885,0.23243146655744681,0.06537106979349758,0.2125549227101996,0.1161896635796055,0.16682940258066292,0.15679411161221649,0.11517139797008288
0.20740256314333624,0.24144698739812984,0.1248769213876941,0.22973361028364464,0.08322563449494394,0.22428832729307757,0.07449827719738486,0.20735035630810994,0.12568894835664343,0.16362686643648663,0.14899019229668212,0.1179536519332696
0.2197016470230291,0.24104772241093403,0.1340610794370167,0.22879954099112546,0.09419862930413855,0.22094077388583758,0.07689340817509596,0.20572122422264655,0.13329450839582915,0.160460124273262,0.1657322115532662,0.11305824683879881
0.23244013894914448,0.24116012862534492,0.14136052496133492,0.2276518365167131,0.08872321982014644,0.22253883929826251,0.08173251935379036,0.20388401937683376,0.14824997786478702,0.15491585846470024,0.18058638623975823,0.10919795694650261
0.24446204759719767,0.24038782238589002,0.15036612685680442,0.22676516224796692,0.10577808914452799,0.21815934999592984,0.06999355192412263,0.20908371781126647,0.1416572869927792,0.1574450748677918,0.19347553465164838,0.10624570716529055
0.2583757082100493,0.24005265540457407,0.15748656378351475,0.22578193432698151,0.11239445976910015,0.21673986869016565,0.09049967501244374,0.19999857675125407,0.15627602771238944,0.15214151566877046,0.20266492210777562,0.10413196069244846
0.272032796565003,0.23987569556661523,0.16581176351575913,0.22503453733293638,0.1012758718857392,0.21962363324619838,0.08588991577043212,0.20188966386790821,0.16446431666974462,0.14971378550576986,0.21888284878131645,0.10146891074197648
0.285850289846898,0.23953916862371338,0.1724116573658014,0.22399953994583754,0.12284563169207033,0.21425482654892508,0.0990557042617978,0.19667437630250684,0.17182644944623268,0.1471168638914653,0.23413176559769308,0.09902779150608434
0.29836499893434987,0.2392009279862267,0.18125206992944873,0.22325810000945223,0.11787212099230501,0.21544607471118984,0.09418194163363972,0.19825971032649503,0.1818467292805708,0.14507827198863532,0.24440960570536305,0.09795168853947742
0.31088905318431626,0.2393967136947152,0.18905871043290415,0.22240546948183104,0.13125769144456786,0.21278318299989604,0.10659005562994275,0.19330705457970915,0.1887899285811598,0.14299604041572128,0.25630753417329044,0.0961394002869981
0.32284580184865497,0.23867317217383624,0.1973278868772104,0.22165953040949726,0.13821926058486875,0.2109802107874097,0.10277480772603045,0.1950712037070499,0.1965776999956468,0.1411008324161341,0.2670297687814419,0.09515497528332556
0.33682556086614945,0.2384033524588406,0.20350840637991394,0.22082264223675813,0.14765230280473826,0.209381428305645,0.115163789387106,0.19018544618848188,0.21145254523095422,0.13702182417785383,0.2784455615494168,0.09399676047032468
0.3505880789196655,0.23839739023472897,0.21158178395312152,0.2201786173989323,0.15432388243958753,0.207468539621862,0.11099513369146638,0.19169299644978155,0.22644557620281844,0.1337991238320101,0.2924555850009033,0.0928855920289896
0.36430177009936304,0.23808778139597184,0.2195398221194603,0.21919192805716606,0.1629394702725486,0.20624826899536886,0.12308394104154421,0.18713516242149109,0.21863947860400504,0.13581432959030443,0.3077339137838788,0.09159193542163355
0.37681719997837104,0.23783718901170386,0.2287600081411725,0.21830974049962343,0.17041025438628196,0.20472275426740394,0.1195003465030102,0.18876878721806623,0.2409845791630925,0.13142205437702528,0.3228761212167569,0.09023396173884182
0.38878341843487907,0.23766282880280687,0.24273220289365074,0.21712010615866212,0.17841693094594194,0.20355268943863503,0.13091441349254854,0.18397044024777032,0.24987030375024757,0.13015644136059032,0.34136927426284913,0.08896856912577342
0.401299848416243,0.2375338488650372,0.25675420763589274,0.21614107283158365,0.1861086868014634,0.20181844725410192,0.12809747577582967,0.185501668413381,0.25960470145983083,0.1281213507529961,0.3598491183337007,0.0879381756335412
0.4148615791097886,0.2374539848825946,0.26483569193362755,0.21530554881536054,0.19550843044621338,0.20041362840026905,0.13603784965482665,0.18244772058554992,0.2742916047137278,0.1259519657298922,0.3789289780240578,0.08709970092066877
0.4290296608029025,0.23734861575090416,0.2750948110820891,0.2146686864306394,0.20242479902897118,0.19883363076236482,0.14148649771878494,0.18057901812663119,0.285140629758423,0.12429993896538283,0.3981996732642057,0.08643208129412089
0.44275548250237073,0.2375101690899819,0.289277051179317,0.21350946604886753,0.21139920723578062,0.19797728857028002,0.14691747448310075,0.17888202578755064,0.29635902419119964,0.1229503054025387,0.41712162774272177,0.08574820980269204
0.45574113903613245,0.23738842211501832,0.30339733356008636,0.21278840608396718,0.21920232284555977,0.19662597309773056,0.15907302105972995,0.17534226064993838,0.3060323011391185,0.12171217147726837,0.43676344156354496,0.0855233356338003
0.4674588792957346,0.23728848264155988,0.3165299448727107,0.2121521707220333,0.22798863378018988,0.19550132792085428,0.1524954168891006,0.1768115636506732,0.3155598720317838,0.12069451155957775,0.4550766064511831,0.08533240203313563
0.47976583821176455,0.23724447665715903,0.32799832386389816,0.2116750731080113,0.23509898365104945,0.19453961026184657,0.16486599864513693,0.17329178919321428,0.3277369009760145,0.1196515083635174,0.474803336094065,0.08516171736805855
0.49332300568576903,0.2372120705943226,0.3427545688677517,0.2110451265573957,0.24237590311902849,0.19345885978558724,0.17092997885186453,0.1715459827577207,0.3397861012415534,0.11855341995856564,0.493680905502638,0.08514758861405491
0.5070295990962428,0.23720863176622364,0.3547082745889776,0.2099515631540021,0.2507935120200737,0.19238658402900755,0.17806317055128337,0.1703919867972486,0.3480652874504522,0.11762069909552822,0.5120022417539419,0.08505268005870681
0.5208500887538577,0.23723646411089944,0.3682661338454406,0.20940093242232666,0.25862963010376583,0.19120737029809254,0.18275235318434682,0.16895480393298506,0.3588937353256092,0.11653152049812793,0.5501179247918987,0.08540324430982951
0.534294278909255,0.2372845285850237,0.3824292108531375,0.2086869935439236,0.26588183548990896,0.19033871917938272,0.18774466459785707,0.1676190189373667,0.36977704641392284,0.11581279560323007,0.5699216026526704,0.08570782073102196
0.5459238864948742,0.237481972129437,0.39615551563580953,0.20830494438478656,0.27488544608911414,0.1892099032848938,0.19191184482228638,0.166650906082983,0.37958874482904525,0.11524083816285027,0.58878176075147,0.08640429440281797
0.5582313334607355,0.23749731300452273,0.4091348542410751,0.20801728272049186,0.2812497333499975,0.18845371608462935,0.19796409267525125,0.16510805249665428,0.4011146938924526,0.113911078266489,0.6076543693036426,0.08703143525470142
0.5716752766630661,0.23751534798575247,0.4211899277665453,0.20763338272318793,0.29032646210371493,0.18751975343219335,0.20332468568387416,0.1635568324639916,0.4150857084796873,0.11318243136139144,0.6265433742464963,0.08752134647534474
0.585705288979133,0.23751003563580758,0.4337734332488792,0.2078302932982321,0.2976960635696777,0.18672832367621137,0.2106932074662338,0.16212771659337863,0.42727923693327685,0.1128410675185677,0.6455945416041855,0.08851800746979815
0.5993173462610372,0.23770359105640176,0.4477863918949083,0.20716853800294047,0.3060899951177154,0.18589521868092695,0.22866095374030607,0.15802378718795052,0.4392491774329773,0.11231618054085613,0.6642645114700608,0.08963069284042141
0.6127623704174864,0.23785307005844752,0.46123337950425913,0.20695442746202117,0.3141282639809533,0.1850971133035388,0.21664073104910006,0.16080500644477372,0.4549677596775916,0.11181944886339173,0.6834797314647304,0.09081922485415075
0.6250712077923026,0.23803748466247113,0.4750530800048426,0.20688629831166244,0.32272198915180084,0.18446509621078666,0.222656743398818,0.15981479473763816,0.4691424925131503,0.11158636465239047,0.7023780542116157,0.09244218104503596
0.6367921340620186,0.23832496401883124,0.48887255478608094,0.20679072168893414,0.33637237309836077,0.18329571989573862,0.2365513427926588,0.15625987595016547,0.4819924563885315,0.11148586467970178,0.7218594396048,0.09406688069570104
0.6497742126724714,0.23837048698530483,0.501389605624283,0.20673723794265156,0.35012681562043135,0.18230777304784995,0.25317281080541276,0.1535871719461037,0.49529532626886674,0.11138715403830507,0.740528151433001,0.09614022261767877
0.6635957911135846,0.2385307154033438,0.5128941139468907,0.2068672958444096,0.36180799422297805,0.1815745839828815,0.24659988274604042,0.15511523212979614,0.5082586554402677,0.11130397884388224,0.7599885362981618,0.09826690196251489
0.6776752769520762,0.2386950896388575,0.5258816060616208,0.20696875551524824,0.3734185048434636,0.181144346747686,0.26209801370369123,0.15214192052663136,0.5212727342324951,0.11154060207437388,0.7782575368317115,0.1010511222885346
0.6912412257899702,0.23912815200918044,0.5396060048747079,0.2069572858703778,0.3856647708641884,0.1801804047579408,0.27263515424963813,0.15069853988118084,0.5345287378929452,0.11159431456249422,0.7966824467139992,0.10434671445213892
0.7035460673493384,0.239429020870512,0.5537768152000305,0.20718371841526897,0.3921343709180073,0.17948833092184135,0.2811459914557759,0.14939946933791276,0.5476084698468475,0.11189782250242658,0.8120752136673861,0.10767434016303179
0.7161169892604453,0.2398167560865873,0.5673419191737309,0.20751404529965572,0.40082495257551154,0.17918416921630875,0.28980219533907137,0.14845441591764455,0.5601539885080311,0.11229429895183751,0.8289296659913756,0.11171635140529387
0.7285171485177432,0.2400915954261515,0.5803266584405532,0.20788310408065752,0.4097404830653997,0.17840253362496866,0.2989071883768575,0.1473273262420746,0.5737706215250664,0.1128316712646878,0.8430566360613891,0.11574024996893248
0.7425839644408121,0.24015789990842445,0.5919920770379203,0.20830479808829588,0.4197637758919289,0.1787762145566345,0.30779631131829177,0.14622619688707716,0.5871340200692555,0.11320929853904901,0.8587206498711502,0.12066556590966007
0.7567130365487128,0.24050567076269752,0.6043581654121133,0.20856698660763087,0.4317843489340111,0.1778414986311021,0.31921197718742633,0.14496107417866672,0.5999332445154651,0.11382283158800091,0.8736889204193599,0.1262751631741897
0.7704226928732003,0.24087468227867925,0.6178045460650137,0.2088814155781491,0.445908505227011,0.17759150639343352,0.33063542685908465,0.14356021077489398,0.6130165930250586,0.11456611269998934,0.8657923293984191,0.12352422712908381
0.7839887773092837,0.24132423338886108,0.6318394488133748,0.20947077979517975,0.45935482317454057,0.1772959649750785,0.3429023759436538,0.14228072711502998,0.6261020950383556,0.11557125986230465,0.8816974607314083,0.1300615447685668
0.7959537619407249,0.24160218546760415,0.6454548904286755,0.21007587015678747,0.473172721807289,0.17700872869596443,0.3555397484700943,0.14111133050320718,0.6391854691862041,0.1163176585860985,0.8975500310253657,0.13759225511702222
0.8085798394512651,0.24234242839732342,0.6589050696151697,0.21085220081230346,0.48615369911675566,0.17692033346251018,0.368324239465878,0.13993327598040115,0.6530677028561562,0.11783010867318952,0.8900866922267505,0.13347567669167898
0.8210663226685382,0.24246127447240526,0.6714311730336737,0.21129716541496624,0.4975736998348431,0.17715314151113365,0.3805726417011297,0.13922909767711195,0.6653584688003605,0.11857061635837254,0.904542177523239,0.14182379299794678
0.8351956961852298,0.2428456966356452,0.6835061176023369,0.21248232917959348,0.5101748057679869,0.17694188245329331,0.3957969592486118,0.13820661989768035,0.6788261082936485,0.12004639479179613,0.9129964611578565,0.14670229939645577
0.8490208891158417,0.24344544697675008,0.6959942542671735,0.21280223447841065,0.5239960999082274,0.17706753988522356,0.41347875131126866,0.13733172448224307,0.6924483800268628,0.12177192635493647,0.928135002697779,0.15754895065115151
0.8624728984669923,0.24384198023870426,0.7101284830650653,0.21377705883559261,0.5379083599132077,0.17721164718022642,0.425627670987916,0.13688627045325194,0.7055532811647363,0.12324629595742753,0.9373061047668381,0.16420856380622767
0.8747801870683829,0.2444404094099624,0.7235864389132369,0.21489668613531365,0.5516403148672364,0.17751665885807905,0.43688654757496825,0.136411647802725,0.7164567892200914,0.12495686980275997,0.9438934846392197,0.17121867334140456
0.886882610357453,0.24504843078331567,0.7374146416202092,0.21586242528183097,0.5639457294705511,0.17788720986328593,0.4482273913555287,0.1360225220031516,0.7277318428423576,0.12628590626176542,0.9527277123598039,0.1790143802896913
0.8994893159670356,0.24551809238044375,0.7497241277626362,0.2167280754430917,0.5763460415395679,0.17818063110788346,0.4613314341350775,0.13565909602124596,0.7394054181568349,0.12838328283923403,0.9596319602709904,0.18758235817921143
0.9134739526912246,0.24584140179949765,0.761832285718583,0.21803343230866631,0.5894955652740529,0.17902780309487693,0.47429041317426524,0.13522810126570992,0.7492297003664963,0.13003447856735917,0.9680887895570573,0.19774179947719034
0.927394857593425,0.24638714040300327,0.7744425278840867,0.21893313910577022,0.6021068926522082,0.17936445780915172,0.48716910855139195,0.13517937810084818,0.75955193634183,0.1313753434187411,0.976340445268489,0.2086632258357169
0.9409583641198052,0.24712556310903558,0.7881538321443411,0.22003402086022028,0.6159338011794075,0.18017282469527152,0.50024541132615,0.13506589785681614,0.7645957106462167,0.1328874550916583,0.9908435896140073,0.2346158305997643
0.9532704308563875,0.24770266810381011,0.7965789879795742,0.22125440526718038,0.6300662496378081,0.18093115977031396,0.5133248442759583,0.1353330468989462,0.7738439393872849,0.13453132261465706,0.9998838699447516,0.2500150458361943
0.9660177864160391,0.24889289215623644,0.8065673207084154,0.22210965230106433,0.6431219929775706,0.18196209508261324,0.5264621690427125,0.13541169589234353,0.7800591155882743,0.13631851950006962,0.9959600122277925,0.24210635683567633
0.9772265896746859,0.24924697056493564,0.8202397207499994,0.22320405883602815,0.655527362936799,0.18287055577695083,0.5391511220471649,0.13558098962039714,0.7889917177312551,0.13774149019306406,0.08631925859847364,0.14642184557438798
0.9892992264614802,0.24953220637272533,0.8341879305879811,0.22470793874510764,0.6679792625731602,0.1842740645039532,0.5522795640906889,0.1360710214509017,0.8052551139097492,0.14126776471614033,0.09450267618198041,0.14152542372881358
1.000057044695562,0.25000699745376787,0.8427024328625845,0.2263319494012535,0.6804326034922562,0.18470550861001755,0.5655820220322756,0.13626641643812148,0.8207828938326223,0.14540382833854232,0.10923716423827937,0.1332391713747646
,,0.8529776249101109,0.2276495515427972,0.6944467063012244,0.18619070158068568,0.5789505639204043,0.13692527695509152,0.8272616695155119,0.1477133336910722,0.12562568143522654,0.1260828625235405
,,0.8670008474099347,0.22883822628469552,0.7082771001794338,0.1874228871496318,0.5915803310776458,0.13758464649222718,0.8350483677253489,0.1502770377904092,0.13382458618297158,0.12306967984934089
,,0.8786744708111096,0.230255593772302,0.7219499703260263,0.18863351192572486,0.6048895967548336,0.13826366474807078,0.8432523000934389,0.15258300595801952,0.7125272574090595,0.09331450094161961
,,0.8870848772592561,0.2321543369856586,0.7307403373637185,0.19032779528316374,0.6179727924895179,0.13898836843110632,0.8519154033073901,0.1551305261871077,0.5397640685399941,0.0853107344632768
,,0.8965127303752363,0.23295227802099844,0.7423710160232607,0.1911144112571901,0.6314752154595863,0.1400940890114935,0.8576272936717955,0.15782200023644136,0.5216704145604126,0.08512241054613937
,,0.9022218405671703,0.2344402052919996,0.7472050555757386,0.192650749481005,0.644144590198026,0.1410951744765382,0.8663732079461397,0.16089679840417678,0.5298948731291507,0.0852165725047081
,,0.9123001531934904,0.2350777829753483,0.7567230848976042,0.19295356278104464,0.6593492165704973,0.14278513298240128,0.8739967222746925,0.16392893393315014,0.5611487449202103,0.08568738229755177
,,0.9195980973669804,0.23677469526192016,0.7636660586452213,0.19447929842313855,0.6723606399791211,0.14396091862835028,0.8815245600224739,0.16737370555590292,0.5792439476162158,0.08606403013182673
,,0.9294741612463198,0.23786397770171397,0.7725840169083644,0.19551408555664446,0.6845974233205319,0.1450210894227193,0.889181345585119,0.1708268896750219,0.5019327980969372,0.08502824858757063
,,0.9366799468699023,0.23938601699217507,0.7802649788040865,0.19685255264092316,0.6973464275729191,0.14641179451179945,0.8963045393485034,0.17444861590812227,0.48384146719199106,0.08512241054613937
,,0.945740974625944,0.24080187485592577,0.7888310711192905,0.19768447411851156,0.7089355916414786,0.14823105661018093,0.9043848603216225,0.17820967609012855,0.4657493619288334,0.08512241054613937
,,0.9590329512300828,0.24282051563352386,0.7955859300689443,0.19926188956061386,0.7180076296071802,0.14971898060176933,0.911368851751261,0.18236708510689698,0.44601484289820603,0.0854048964218456
,,0.9722027589946445,0.24481038959915763,0.8043662996835945,0.20023841679160725,0.7259173969469217,0.15113207550777571,0.9212006317151775,0.18707997221591907,0.4279258350678957,0.08578154425612056
,,0.9829607973576739,0.24668967511112722,0.811277779745869,0.2015485927906874,0.7408291157021988,0.1531712620081781,0.9296019942545111,0.191372224163016,0.406547353553375,0.08615819209039552
,,1.0000000000000004,0.25,0.8191258062584279,0.20285003615121017,0.7482192592254766,0.1545493418605883,0.9363215577323969,0.19646687868165227,0.38846144315591236,0.08691148775894542
,,0.9913519674893454,0.24839924670433144,0.8255309228536645,0.20417642369649885,0.7646595791619596,0.15746623334383084,0.9607450827709276,0.21308927176781836,0.3703755327584498,0.08766478342749531
,,0.0004111842105263275,0.25,0.8338968053779872,0.2053696576305987,0.7724637316779285,0.15900981468001094,0.9746001051561941,0.2263514650315814,0.35228962236098726,0.08841807909604521
,,,,0.8397009176039842,0.20699192179586814,0.7836257095457899,0.1606042216757406,0.9878646358568364,0.2390874103121181,0.33256207255426695,0.08954802259887007
,,,,0.8493947497166121,0.2084116450127798,0.7936949651421417,0.16272140733981427,0.9944146145920894,0.24444186787343886,0.7878521781147789,0.10282485875706215
,,,,0.8560050562232031,0.21025748066476627,0.8127289874976777,0.16780223579439366,1.000300531338959,0.24997744663821062,0.7689136993259981,0.09990583804143124
,,,,0.8652555978911005,0.21177579950663689,0.8222145327438468,0.1694911199434942,0.20139198632173658,0.13926553672316389,0.9218889384478146,0.1516949152542373
,,,,0.8714861428384479,0.2134399158503817,0.8289486096742589,0.17182826403743612,0.39115543537516073,0.11450094161958563,0.9833110318168303,0.22062146892655368
,,,,0.8793202653000014,0.21500310909421533,0.8360571400865515,0.17354610232846174,0.7963763133115274,0.13935969868173254,0.5973399246704333,0.08653483992467045
,,,,0.8861468235620784,0.21686099461568364,0.8436422936574792,0.1758865619122446,0.811620329071266,0.1430320150659134,0.6170829616413913,0.08728813559322035
,,,,0.8943937917588489,0.2185442217172187,0.8538684519598811,0.17832800264609316,0.9453241153731788,0.2014124293785311,0.6351812617702448,0.08804143126177025
,,,,0.9015896479572261,0.22082784405071276,0.8607884639440249,0.1815431715280735,0.9519526216671623,0.20743879472693033,0.6549266218158394,0.0890772128060264
,,,,0.9116790674513118,0.22291932004808301,0.8666356280274112,0.18359017778626757,0.9684991079393399,0.21949152542372882,0.6746735305778571,0.09030131826742
,,,,0.9182686929277835,0.22511911545556879,0.8751304671328268,0.18595313719270212,0.9834256368321934,0.23455743879472696,0.6927772512141938,0.091713747645951
,,,,0.9287100790159033,0.2270862348714613,0.8869838589538963,0.1902862893056146,0.017962013083556355,0.234180790960452,0.7322795866785609,0.09519774011299437
,,,,0.9346264095531478,0.2294626596585326,0.8927758317776158,0.19288442774023348,0.012248023837843236,0.2393596986817326,0.7503871791059571,0.09708097928436915
,,,,0.9433714171698675,0.23146356635724052,0.8825893738454609,0.18814859876922446,,,0.803913141788086,0.1058380414312618
,,,,0.9492867369448865,0.23348043211438102,0.8999043709671608,0.19524391449956693,,,0.8191540601149772,0.10913370998116764
,,,,0.9613485980789982,0.23708973962578822,0.907247969387988,0.19864518845362206,,,0.17196714862721776,0.11120527306967984
,,,,0.9558502858672957,0.23533932436285082,0.9144403934875631,0.20143463821870045,,,,
,,,,0.9669121027865888,0.239363026625865,0.9293357036701826,0.20884531567918507,,,,
,,,,0.9778623228164214,0.2427777153154504,0.9372556123714175,0.21243598248811288,,,,
,,,,0.9726302495608914,0.2410281120627693,0.9450592949962651,0.2157987576864515,,,,
,,,,0.9835391125063686,0.2447313472990174,0.9517603342845138,0.2198349005959862,,,,
,,,,0.9916058681912454,0.2474825272793061,0.9600121646455124,0.22503047560978245,,,,
,,,,1.0001322853689947,0.2499878198461553,0.955889900148561,0.22228150980623484,,,,
,,,,,,0.967330961180473,0.22922678633811228,,,,
,,,,,,0.9759248320705487,0.23416784517444159,,,,
,,,,,,0.9809831113958509,0.2392767049284703,,,,
,,,,,,1.0000003351064695,0.25004894970111263,,,,
,,,,,,0.990127630964303,0.24429604466234875,,,,
,,,,,,0.8035793933987512,0.1652542372881356,,,,
,,,,,,0.9206778422043811,0.2044256120527307,,,,
,,,,,,0.7570389161462987,0.15593220338983052,,,,
,,,,,,0.7335688931013975,0.1519774011299435,,,,